id,stusab,chariter,sequence,logrecno,b08526001,b08526002,b08526003,b08526004,b08526005,b08526006,b08526007,b08526008,b08526009,b08526010,b08526011,b08526012,b08526013,b08526014,b08526015,b08526016,b08526017,b08526018,b08526019,b08526020,b08526021,b08526022,b08526023,b08526024,b08526025,b08526026,b08526027,b08526028,b08526029,b08526030,b08526031,b08526032,b08526033,b08526034,b08526035,b08526036,b08526037,b08526038,b08526039,b08526040,b08526041,b08526042,b08526043,b08526044,b08526045,b08526046,b08526047,b08526048,b08526049,b08526050,b08526051,b08526052,b08526053,b08526054,b08526055,b08526056,b08526057,b08526058,b08526059,b08526060,b08526061,b08526062,b08526063,b08526064,b08526065,b08526066,b08526067,b08526068,b08526069,b08526070,b08526071,b08526072,b08526073,b08526074,b08526075,b08526076,b08526077,b08526078,b08526079,b08526080,b08526081,b08526082,b08526083,b08526084,b08526085,b08526086,b08526087,b08526088,b08526089,b08526090,b08526091,b08526092,b08526093,b08526094,b08526095,b08526096,b08526097,b08526098,b08526099,b08526100,b08526101,b08526102,b08526103,b08526104,b08526105,geoid,gvid,sumlevel,jam_flags
29,al,0,5,40,35500.0,252.0,2968.0,5071.0,1087.0,4364.0,1430.0,552.0,1669.0,2209.0,9341.0,3039.0,1998.0,1482.0,38.0,29870.0,88.0,2054.0,4222.0,918.0,3912.0,1271.0,460.0,1447.0,1816.0,8305.0,2364.0,1601.0,1386.0,26.0,3827.0,69.0,790.0,630.0,59.0,268.0,22.0,78.0,31.0,226.0,824.0,521.0,216.0,81.0,12.0,46.0,0.0,0.0,29.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,387.0,12.0,46.0,78.0,0.0,31.0,14.0,0.0,10.0,10.0,49.0,66.0,59.0,12.0,0.0,162.0,3.0,10.0,11.0,10.0,0.0,15.0,0.0,63.0,0.0,11.0,14.0,25.0,0.0,0.0,1208.0,80.0,68.0,101.0,100.0,153.0,100.0,14.0,118.0,157.0,152.0,65.0,97.0,3.0,0.0,05000US01055,,,
30,al,0,5,41,5454.0,522.0,424.0,1165.0,79.0,725.0,357.0,48.0,157.0,166.0,1096.0,211.0,311.0,193.0,0.0,4524.0,410.0,346.0,900.0,68.0,699.0,304.0,48.0,157.0,85.0,955.0,192.0,178.0,182.0,0.0,682.0,91.0,56.0,264.0,11.0,23.0,38.0,0.0,0.0,2.0,130.0,11.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,62.0,5.0,0.0,15.0,0.0,0.0,54.0,16.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,8.0,73.0,0.0,0.0,05000US01057,,,
31,al,0,5,42,10860.0,482.0,579.0,3617.0,168.0,1070.0,457.0,70.0,475.0,335.0,2152.0,474.0,775.0,203.0,3.0,8817.0,275.0,372.0,2958.0,106.0,907.0,325.0,70.0,444.0,223.0,1973.0,363.0,620.0,178.0,3.0,1398.0,114.0,105.0,526.0,35.0,52.0,51.0,0.0,8.0,81.0,160.0,96.0,145.0,25.0,0.0,26.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,55.0,7.0,56.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,44.0,39.0,27.0,84.0,37.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,225.0,38.0,51.0,27.0,0.0,12.0,29.0,0.0,0.0,31.0,12.0,15.0,10.0,0.0,0.0,05000US01059,,,
32,al,0,5,43,6291.0,453.0,512.0,1235.0,225.0,1095.0,179.0,59.0,88.0,219.0,1285.0,462.0,246.0,222.0,11.0,5215.0,236.0,399.0,1094.0,189.0,1026.0,163.0,59.0,80.0,180.0,1053.0,354.0,152.0,219.0,11.0,555.0,31.0,110.0,113.0,20.0,25.0,0.0,0.0,8.0,18.0,165.0,48.0,14.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,37.0,50.0,0.0,0.0,31.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,375.0,186.0,0.0,22.0,0.0,44.0,16.0,0.0,0.0,11.0,47.0,23.0,26.0,0.0,0.0,05000US01061,,,
33,al,0,5,44,2506.0,65.0,301.0,436.0,73.0,195.0,213.0,14.0,86.0,103.0,479.0,394.0,42.0,105.0,0.0,2050.0,57.0,238.0,399.0,63.0,194.0,192.0,14.0,81.0,42.0,379.0,283.0,3.0,105.0,0.0,325.0,0.0,57.0,28.0,10.0,1.0,21.0,0.0,5.0,0.0,100.0,98.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,55.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,05000US01063,,,
34,al,0,5,45,4027.0,477.0,200.0,654.0,74.0,343.0,123.0,32.0,125.0,186.0,978.0,223.0,281.0,331.0,0.0,3224.0,317.0,99.0,525.0,49.0,301.0,123.0,32.0,125.0,111.0,847.0,215.0,173.0,307.0,0.0,443.0,22.0,76.0,96.0,25.0,42.0,0.0,0.0,0.0,37.0,63.0,0.0,58.0,24.0,0.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,128.0,102.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,13.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,38.0,34.0,8.0,50.0,0.0,0.0,05000US01065,,,
35,al,0,5,46,4738.0,215.0,337.0,1104.0,74.0,276.0,233.0,24.0,156.0,329.0,1046.0,197.0,435.0,284.0,28.0,3973.0,187.0,245.0,951.0,61.0,244.0,205.0,9.0,152.0,274.0,799.0,170.0,364.0,284.0,28.0,436.0,17.0,92.0,133.0,13.0,3.0,0.0,15.0,4.0,13.0,81.0,13.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,45.0,2.0,7.0,0.0,0.0,201.0,11.0,0.0,20.0,0.0,29.0,0.0,0.0,0.0,42.0,87.0,0.0,12.0,0.0,0.0,05000US01067,,,
36,al,0,5,47,48552.0,622.0,3562.0,5266.0,2307.0,7297.0,3524.0,1064.0,2340.0,3142.0,10721.0,4418.0,2582.0,1601.0,106.0,42503.0,472.0,2732.0,4637.0,2169.0,6520.0,3175.0,1009.0,2197.0,2606.0,9549.0,3666.0,2157.0,1536.0,78.0,3978.0,41.0,677.0,433.0,67.0,529.0,211.0,32.0,58.0,312.0,880.0,426.0,261.0,45.0,6.0,164.0,0.0,0.0,26.0,0.0,10.0,13.0,8.0,3.0,5.0,50.0,3.0,46.0,0.0,0.0,292.0,0.0,3.0,29.0,18.0,73.0,7.0,4.0,0.0,64.0,4.0,58.0,27.0,5.0,0.0,895.0,9.0,110.0,98.0,15.0,75.0,102.0,0.0,29.0,52.0,115.0,236.0,23.0,9.0,22.0,720.0,100.0,40.0,43.0,38.0,90.0,16.0,11.0,53.0,103.0,123.0,29.0,68.0,6.0,0.0,05000US01069,,,
37,al,0,5,48,17873.0,371.0,1114.0,5946.0,545.0,2051.0,1361.0,237.0,647.0,616.0,2883.0,808.0,765.0,525.0,4.0,15276.0,242.0,814.0,5161.0,443.0,1781.0,1171.0,207.0,575.0,519.0,2471.0,718.0,676.0,498.0,0.0,1942.0,107.0,244.0,716.0,38.0,230.0,87.0,22.0,12.0,62.0,282.0,67.0,48.0,27.0,0.0,57.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,10.0,37.0,0.0,0.0,0.0,0.0,140.0,4.0,0.0,10.0,28.0,26.0,0.0,0.0,14.0,9.0,0.0,23.0,22.0,0.0,4.0,133.0,0.0,12.0,27.0,6.0,0.0,65.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,325.0,18.0,40.0,30.0,30.0,13.0,35.0,8.0,46.0,16.0,70.0,0.0,19.0,0.0,0.0,05000US01071,,,
38,al,0,5,49,361993.0,3000.0,26737.0,32854.0,16719.0,41438.0,20378.0,11175.0,32077.0,37045.0,81740.0,24696.0,18829.0,14488.0,817.0,304325.0,2585.0,20189.0,27996.0,14502.0,35611.0,17876.0,9973.0,28538.0,31176.0,68024.0,18458.0,15806.0,12940.0,651.0,40787.0,337.0,5562.0,3489.0,1225.0,4409.0,1621.0,836.0,2439.0,3596.0,9777.0,4176.0,1930.0,1314.0,76.0,3281.0,0.0,63.0,287.0,142.0,354.0,110.0,26.0,48.0,185.0,1023.0,734.0,273.0,36.0,0.0,4152.0,0.0,192.0,231.0,82.0,407.0,88.0,78.0,124.0,375.0,1542.0,666.0,295.0,22.0,50.0,2574.0,35.0,266.0,297.0,185.0,183.0,493.0,7.0,172.0,241.0,270.0,261.0,40.0,114.0,10.0,6874.0,43.0,465.0,554.0,583.0,474.0,190.0,255.0,756.0,1472.0,1104.0,401.0,485.0,62.0,30.0,05000US01073,,,
39,al,0,5,50,4177.0,68.0,211.0,1104.0,46.0,404.0,603.0,81.0,199.0,144.0,700.0,228.0,228.0,161.0,0.0,3507.0,43.0,85.0,1043.0,33.0,380.0,549.0,81.0,165.0,105.0,632.0,140.0,124.0,127.0,0.0,348.0,23.0,64.0,53.0,0.0,10.0,11.0,0.0,26.0,32.0,49.0,13.0,46.0,21.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,19.0,67.0,22.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,175.0,2.0,62.0,0.0,13.0,12.0,43.0,0.0,0.0,7.0,0.0,0.0,36.0,0.0,0.0,05000US01075,,,
40,al,0,5,51,32858.0,360.0,2510.0,3560.0,1502.0,5478.0,984.0,758.0,1741.0,1921.0,7519.0,3254.0,2230.0,1021.0,20.0,28086.0,293.0,1845.0,2992.0,1300.0,4934.0,866.0,601.0,1564.0,1657.0,6534.0,2681.0,1859.0,940.0,20.0,3380.0,0.0,579.0,442.0,155.0,424.0,73.0,53.0,159.0,118.0,644.0,461.0,200.0,72.0,0.0,69.0,0.0,0.0,48.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,414.0,9.0,6.0,0.0,0.0,26.0,0.0,0.0,14.0,0.0,171.0,101.0,87.0,0.0,0.0,296.0,0.0,33.0,53.0,0.0,67.0,2.0,82.0,0.0,0.0,50.0,0.0,0.0,9.0,0.0,613.0,58.0,47.0,25.0,47.0,27.0,43.0,15.0,4.0,132.0,120.0,11.0,84.0,0.0,0.0,05000US01077,,,
41,al,0,5,52,7837.0,131.0,690.0,1753.0,144.0,1120.0,312.0,46.0,143.0,342.0,1609.0,600.0,639.0,308.0,0.0,6592.0,80.0,495.0,1588.0,100.0,979.0,216.0,46.0,123.0,236.0,1391.0,523.0,575.0,240.0,0.0,862.0,18.0,195.0,69.0,35.0,115.0,54.0,0.0,0.0,21.0,196.0,58.0,36.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,23.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,3.0,0.0,54.0,0.0,0.0,19.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,237.0,10.0,0.0,77.0,9.0,10.0,24.0,0.0,20.0,47.0,22.0,9.0,9.0,0.0,0.0,05000US01079,,,
42,al,0,5,53,51802.0,739.0,3944.0,6748.0,930.0,6478.0,1745.0,1075.0,2064.0,4001.0,14440.0,5532.0,2313.0,1436.0,357.0,41606.0,552.0,2805.0,5953.0,726.0,5557.0,1340.0,883.0,1751.0,2983.0,11316.0,4329.0,1790.0,1300.0,321.0,5888.0,77.0,936.0,566.0,82.0,636.0,309.0,70.0,128.0,429.0,1505.0,744.0,298.0,103.0,5.0,461.0,49.0,7.0,5.0,0.0,0.0,9.0,0.0,8.0,17.0,340.0,26.0,0.0,0.0,0.0,1414.0,25.0,49.0,80.0,0.0,39.0,10.0,21.0,28.0,88.0,749.0,230.0,86.0,0.0,9.0,881.0,0.0,57.0,71.0,26.0,99.0,62.0,0.0,0.0,80.0,319.0,104.0,33.0,16.0,14.0,1552.0,36.0,90.0,73.0,96.0,147.0,15.0,101.0,149.0,404.0,211.0,99.0,106.0,17.0,8.0,05000US01081,,,
43,al,0,5,54,23055.0,460.0,2342.0,3800.0,625.0,2999.0,2112.0,170.0,833.0,1534.0,4615.0,1444.0,1132.0,989.0,0.0,19322.0,246.0,1764.0,3340.0,540.0,2686.0,1791.0,147.0,749.0,1005.0,3926.0,1311.0,934.0,883.0,0.0,2554.0,67.0,480.0,385.0,44.0,156.0,280.0,16.0,21.0,382.0,471.0,74.0,94.0,84.0,0.0,112.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,35.0,26.0,27.0,0.0,0.0,126.0,16.0,0.0,21.0,13.0,0.0,9.0,0.0,0.0,0.0,48.0,0.0,19.0,0.0,0.0,335.0,91.0,36.0,7.0,28.0,71.0,32.0,0.0,0.0,0.0,30.0,7.0,33.0,0.0,0.0,606.0,40.0,51.0,47.0,0.0,73.0,0.0,7.0,63.0,147.0,105.0,26.0,25.0,22.0,0.0,05000US01083,,,
44,al,0,5,55,3103.0,122.0,189.0,1093.0,25.0,188.0,230.0,36.0,172.0,122.0,507.0,128.0,85.0,206.0,0.0,2401.0,59.0,123.0,841.0,25.0,149.0,229.0,15.0,160.0,55.0,378.0,128.0,61.0,178.0,0.0,440.0,10.0,21.0,237.0,0.0,36.0,1.0,0.0,0.0,47.0,42.0,0.0,18.0,28.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,30.0,22.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,176.0,31.0,40.0,11.0,0.0,0.0,0.0,17.0,12.0,20.0,45.0,0.0,0.0,0.0,0.0,05000US01085,,,
45,al,0,5,56,6847.0,190.0,439.0,167.0,57.0,648.0,211.0,29.0,217.0,373.0,2682.0,962.0,313.0,540.0,19.0,5174.0,160.0,273.0,129.0,57.0,498.0,191.0,29.0,201.0,255.0,2050.0,706.0,172.0,453.0,0.0,874.0,20.0,150.0,32.0,0.0,67.0,13.0,0.0,0.0,41.0,312.0,155.0,13.0,52.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,489.0,10.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,40.0,284.0,68.0,20.0,35.0,0.0,111.0,0.0,16.0,0.0,0.0,20.0,0.0,0.0,16.0,0.0,28.0,17.0,14.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,37.0,7.0,0.0,0.0,37.0,4.0,16.0,94.0,0.0,0.0,05000US01087,,,
46,al,0,5,57,181877.0,1163.0,11053.0,28818.0,4227.0,18454.0,5027.0,4164.0,7734.0,28842.0,31550.0,13108.0,7128.0,16605.0,4004.0,154149.0,857.0,7996.0,24830.0,3691.0,15843.0,4471.0,3668.0,6704.0,24701.0,27018.0,10480.0,5837.0,15278.0,2775.0,20005.0,125.0,2525.0,3412.0,371.0,1838.0,396.0,403.0,470.0,2651.0,3391.0,1960.0,727.0,1148.0,588.0,369.0,0.0,59.0,13.0,7.0,52.0,11.0,15.0,0.0,87.0,18.0,79.0,12.0,8.0,8.0,2027.0,61.0,119.0,65.0,16.0,155.0,15.0,0.0,141.0,72.0,364.0,278.0,173.0,0.0,568.0,1692.0,21.0,111.0,288.0,24.0,285.0,30.0,24.0,38.0,286.0,168.0,176.0,67.0,109.0,65.0,3635.0,99.0,243.0,210.0,118.0,281.0,104.0,54.0,381.0,1045.0,591.0,135.0,312.0,62.0,0.0,05000US01089,,,
47,al,0,5,58,7299.0,273.0,504.0,1437.0,213.0,990.0,412.0,61.0,412.0,350.0,1311.0,513.0,426.0,361.0,36.0,6110.0,236.0,351.0,1201.0,145.0,867.0,362.0,48.0,412.0,205.0,1170.0,374.0,365.0,344.0,30.0,823.0,0.0,128.0,202.0,48.0,101.0,19.0,13.0,0.0,51.0,126.0,106.0,6.0,17.0,6.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,185.0,37.0,25.0,0.0,10.0,22.0,0.0,0.0,0.0,41.0,15.0,2.0,33.0,0.0,0.0,05000US01091,,,
48,al,0,5,59,12097.0,319.0,596.0,3541.0,287.0,1372.0,524.0,229.0,295.0,843.0,2258.0,737.0,453.0,637.0,6.0,10326.0,241.0,517.0,2855.0,280.0,1178.0,465.0,218.0,233.0,641.0,1996.0,661.0,402.0,633.0,6.0,1227.0,64.0,21.0,566.0,0.0,170.0,44.0,9.0,0.0,115.0,182.0,43.0,9.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,13.0,0.0,24.0,0.0,0.0,46.0,0.0,36.0,0.0,42.0,0.0,0.0,216.0,0.0,48.0,99.0,7.0,0.0,15.0,2.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,119.0,14.0,10.0,8.0,0.0,0.0,0.0,0.0,16.0,24.0,44.0,3.0,0.0,0.0,0.0,05000US01093,,,
49,al,0,5,60,35896.0,1101.0,2983.0,8347.0,1791.0,4542.0,1798.0,645.0,1322.0,2089.0,5877.0,2556.0,1747.0,1098.0,0.0,28940.0,633.0,1547.0,6616.0,1555.0,3924.0,1666.0,630.0,1197.0,1480.0,5081.0,2189.0,1423.0,999.0,0.0,5410.0,332.0,1387.0,1561.0,167.0,458.0,54.0,15.0,71.0,312.0,602.0,208.0,175.0,68.0,0.0,34.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,328.0,30.0,0.0,50.0,0.0,44.0,13.0,0.0,32.0,33.0,11.0,78.0,37.0,0.0,0.0,279.0,12.0,9.0,23.0,21.0,20.0,45.0,0.0,0.0,28.0,44.0,18.0,40.0,19.0,0.0,905.0,94.0,40.0,97.0,48.0,71.0,20.0,0.0,22.0,227.0,139.0,63.0,72.0,12.0,0.0,05000US01095,,,
50,al,0,5,61,175624.0,2185.0,15029.0,17576.0,6566.0,21917.0,11667.0,2960.0,10799.0,16790.0,38666.0,13068.0,9494.0,7988.0,919.0,149005.0,1364.0,11088.0,15106.0,5828.0,19228.0,10273.0,2538.0,9702.0,13732.0,33561.0,10440.0,8099.0,7277.0,769.0,18006.0,330.0,3236.0,1872.0,480.0,1795.0,1011.0,179.0,674.0,1645.0,3601.0,1887.0,801.0,410.0,85.0,750.0,13.0,48.0,96.0,0.0,83.0,8.0,19.0,29.0,35.0,224.0,125.0,38.0,32.0,0.0,2049.0,63.0,98.0,54.0,0.0,295.0,65.0,77.0,156.0,96.0,453.0,432.0,192.0,68.0,0.0,1656.0,142.0,106.0,159.0,76.0,160.0,165.0,36.0,37.0,238.0,172.0,108.0,78.0,114.0,65.0,4158.0,273.0,453.0,289.0,182.0,356.0,145.0,111.0,201.0,1044.0,655.0,76.0,286.0,87.0,0.0,05000US01097,,,
51,al,0,5,62,8452.0,368.0,546.0,2563.0,210.0,886.0,654.0,79.0,287.0,258.0,1273.0,296.0,623.0,409.0,0.0,7325.0,285.0,472.0,2243.0,184.0,803.0,610.0,73.0,231.0,241.0,1045.0,245.0,546.0,347.0,0.0,811.0,41.0,71.0,255.0,16.0,71.0,33.0,0.0,43.0,0.0,184.0,14.0,49.0,34.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,17.0,4.0,37.0,28.0,18.0,0.0,105.0,3.0,0.0,57.0,0.0,0.0,5.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,65.0,16.0,3.0,8.0,10.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,05000US01099,,,
52,al,0,5,63,135287.0,681.0,8123.0,15244.0,3890.0,14612.0,6155.0,2365.0,9753.0,12746.0,24870.0,9842.0,6797.0,16962.0,3247.0,114323.0,482.0,5922.0,12813.0,3407.0,12496.0,5183.0,1942.0,8639.0,10647.0,21322.0,7690.0,5802.0,15216.0,2762.0,15000.0,19.0,1862.0,1992.0,308.0,1346.0,703.0,281.0,691.0,1261.0,2406.0,1589.0,732.0,1525.0,285.0,840.0,0.0,104.0,43.0,3.0,176.0,77.0,16.0,11.0,40.0,172.0,129.0,24.0,45.0,0.0,1550.0,35.0,49.0,55.0,16.0,221.0,53.0,14.0,104.0,74.0,449.0,159.0,87.0,84.0,150.0,1207.0,9.0,100.0,197.0,0.0,115.0,63.0,53.0,18.0,128.0,179.0,178.0,31.0,86.0,50.0,2367.0,136.0,86.0,144.0,156.0,258.0,76.0,59.0,290.0,596.0,342.0,97.0,121.0,6.0,0.0,05000US01101,,,
53,al,0,5,64,51755.0,818.0,5039.0,12346.0,1853.0,5747.0,2336.0,673.0,2926.0,3848.0,8708.0,3090.0,2738.0,1450.0,183.0,44709.0,649.0,3982.0,10478.0,1733.0,5094.0,2013.0,632.0,2579.0,3170.0,7906.0,2600.0,2375.0,1315.0,183.0,5094.0,41.0,905.0,1594.0,81.0,462.0,194.0,28.0,158.0,414.0,661.0,212.0,249.0,95.0,0.0,135.0,0.0,0.0,49.0,0.0,14.0,0.0,0.0,24.0,37.0,0.0,11.0,0.0,0.0,0.0,384.0,35.0,6.0,37.0,0.0,33.0,19.0,0.0,78.0,75.0,0.0,57.0,27.0,17.0,0.0,480.0,0.0,45.0,82.0,0.0,52.0,59.0,0.0,10.0,27.0,29.0,162.0,14.0,0.0,0.0,953.0,93.0,101.0,106.0,39.0,92.0,51.0,13.0,77.0,125.0,112.0,48.0,73.0,23.0,0.0,05000US01103,,,
54,al,0,5,65,2567.0,236.0,111.0,281.0,52.0,236.0,143.0,0.0,108.0,86.0,779.0,163.0,120.0,216.0,36.0,1974.0,101.0,94.0,223.0,11.0,218.0,128.0,0.0,90.0,53.0,555.0,159.0,120.0,195.0,27.0,320.0,53.0,17.0,58.0,0.0,10.0,14.0,0.0,0.0,26.0,130.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,9.0,9.0,18.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,204.0,73.0,0.0,0.0,41.0,8.0,0.0,0.0,18.0,7.0,57.0,0.0,0.0,0.0,0.0,05000US01105,,,
55,al,0,5,66,4077.0,388.0,216.0,474.0,113.0,606.0,253.0,33.0,201.0,170.0,790.0,164.0,388.0,253.0,28.0,3261.0,208.0,166.0,405.0,97.0,564.0,186.0,33.0,170.0,103.0,645.0,151.0,276.0,229.0,28.0,486.0,131.0,36.0,39.0,0.0,27.0,13.0,0.0,16.0,41.0,93.0,13.0,53.0,24.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,8.0,21.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,227.0,49.0,14.0,30.0,10.0,0.0,48.0,0.0,15.0,18.0,0.0,0.0,43.0,0.0,0.0,05000US01107,,,
56,al,0,5,67,14288.0,304.0,857.0,2332.0,425.0,2287.0,1524.0,125.0,599.0,416.0,3372.0,1109.0,508.0,408.0,22.0,11734.0,232.0,588.0,1943.0,297.0,1906.0,1290.0,106.0,562.0,309.0,2770.0,971.0,376.0,362.0,22.0,1836.0,15.0,197.0,304.0,112.0,336.0,199.0,19.0,16.0,81.0,355.0,111.0,54.0,37.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,317.0,23.0,19.0,58.0,0.0,40.0,5.0,0.0,0.0,10.0,101.0,18.0,43.0,0.0,0.0,49.0,0.0,7.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,4.0,0.0,0.0,347.0,34.0,46.0,22.0,7.0,5.0,27.0,0.0,21.0,16.0,125.0,4.0,31.0,9.0,0.0,05000US01109,,,
57,al,0,5,68,6137.0,261.0,433.0,1540.0,72.0,1018.0,372.0,62.0,153.0,141.0,1134.0,361.0,283.0,307.0,0.0,4822.0,72.0,323.0,1242.0,44.0,823.0,266.0,62.0,135.0,117.0,958.0,253.0,220.0,307.0,0.0,857.0,68.0,88.0,249.0,23.0,176.0,22.0,0.0,8.0,12.0,140.0,53.0,18.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,59.0,16.0,38.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,86.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,54.0,5.0,0.0,0.0,216.0,62.0,6.0,0.0,5.0,0.0,63.0,0.0,10.0,12.0,30.0,0.0,28.0,0.0,0.0,05000US01111,,,
